"","Gemeinde","E_KOORD","N_KOORD","RELI","B21BTOT","B20BTOT","B19BTOT","B18BTOT","B17BTOT","B16BTOT","B15BTOT","B14BTOT","B13BTOT","B12BTOT","B11BTOT"
"1363","Freienwil",2666400,1261400,66642614,5,3,3,3,3,3,5,5,5,6,6
"1364","Ennetbaden",2666400,1259500,66642595,30,30,32,34,34,33,33,33,33,30,29
"1365","Ennetbaden",2666400,1259400,66642594,64,52,50,47,47,46,44,43,44,42,43
"1366","Ennetbaden",2666400,1259300,66642593,63,44,44,39,39,39,42,39,41,38,44
"1367","Ennetbaden",2666400,1259200,66642592,31,26,31,31,30,30,28,26,27,26,25
"1368","Ennetbaden",2666400,1259100,66642591,33,31,39,37,37,34,30,28,45,45,45
"1369","Ennetbaden",2666400,1259000,66642590,22,22,22,21,21,21,21,23,20,19,20
"1370","Ennetbaden",2666400,1258900,66642589,39,41,40,33,43,42,40,40,40,34,43
"1371","Baden",2666400,1258400,66642584,30,32,32,33,32,21,12,12,11,11,14
"1372","Wettingen",2666400,1258400,66642584,30,32,32,33,32,21,12,12,11,11,14
"1373","Wettingen",2666400,1258300,66642583,28,29,30,32,28,28,19,22,29,29,32
"1374","Wettingen",2666400,1258200,66642582,53,54,44,44,42,49,34,37,40,40,44
"1375","Wettingen",2666400,1258100,66642581,33,35,29,27,30,28,30,29,28,22,23
"1376","Wettingen",2666400,1258000,66642580,24,25,20,22,23,22,22,16,16,18,19
"1377","Wettingen",2666400,1257900,66642579,117,191,173,176,169,181,166,162,147,141,129
"1378","Wettingen",2666400,1257800,66642578,106,68,71,73,68,85,87,86,92,88,87
"1379","Wettingen",2666400,1257700,66642577,49,54,50,47,48,47,47,48,39,45,41
"1380","Wettingen",2666400,1257600,66642576,56,62,63,62,67,58,61,60,60,61,58
"1381","Wettingen",2666400,1257500,66642575,54,55,55,57,53,62,63,56,33,48,50
"1382","Wettingen",2666400,1257400,66642574,132,144,140,136,127,137,136,138,148,138,137
"1383","Wettingen",2666400,1257300,66642573,88,80,82,78,82,80,80,77,71,70,68
"1384","Wettingen",2666400,1257200,66642572,49,36,31,26,30,29,25,27,25,26,25
"1385","Wettingen",2666400,1257100,66642571,48,46,46,47,48,48,47,47,43,44,43
"1386","Wettingen",2666400,1257000,66642570,41,40,41,43,41,39,41,42,44,46,44
"1387","Wettingen",2666400,1256900,66642569,73,89,75,80,84,84,88,87,76,73,70
"1388","Wettingen",2666400,1256800,66642568,86,69,68,73,75,73,67,66,60,64,64
"1389","Wettingen",2666400,1256700,66642567,33,33,36,35,33,30,30,31,40,41,40
"1390","Neuenhof",2666400,1256500,66642565,11,11,11,13,14,15,15,14,12,13,12
"1391","Wettingen",2666400,1256500,66642565,11,11,11,13,14,15,15,14,12,13,12
"1392","Neuenhof",2666400,1256400,66642564,17,17,17,16,17,16,16,22,31,28,30
"1393","Neuenhof",2666400,1256200,66642562,123,142,140,131,121,125,138,123,118,113,114
"1394","Neuenhof",2666400,1256100,66642561,55,38,42,38,45,38,43,40,38,39,46
"1395","Neuenhof",2666400,1256000,66642560,47,54,56,52,52,54,57,57,58,58,61
"1396","Neuenhof",2666400,1255900,66642559,8,7,7,6,5,5,4,4,4,5,7
"1397","Oberrohrdorf",2666400,1253100,66642531,4,3,3,3,6,3,3,6,4,6,6
"1398","Oberrohrdorf",2666400,1252700,66642527,9,9,9,9,9,9,8,7,5,5,5
"1399","Oberrohrdorf",2666400,1252600,66642526,30,30,27,27,21,21,21,20,26,27,24
"1400","Oberrohrdorf",2666400,1252500,66642525,29,32,32,32,33,33,34,34,33,32,31
"1401","Oberrohrdorf",2666400,1252400,66642524,25,30,30,35,42,42,36,27,26,22,17
"1402","Oberrohrdorf",2666400,1252300,66642523,35,34,35,33,35,32,34,34,35,36,38
"1403","Oberrohrdorf",2666400,1252200,66642522,40,36,37,38,38,36,37,35,42,42,41
"1404","Oberrohrdorf",2666400,1252100,66642521,70,73,66,69,68,69,71,74,71,74,66
"1405","Oberrohrdorf",2666400,1252000,66642520,33,35,42,38,45,44,41,63,17,18,18
"1406","Oberrohrdorf",2666400,1251900,66642519,40,97,97,90,81,79,77,28,11,10,12
"1407","Oberrohrdorf",2666400,1251800,66642518,43,35,30,30,29,26,30,31,40,44,42
"1408","Remetschwil",2666400,1251800,66642518,43,35,30,30,29,26,30,31,40,44,42
"1409","Remetschwil",2666400,1251500,66642515,22,24,25,25,24,24,24,26,19,19,17
"1410","Remetschwil",2666400,1251400,66642514,20,24,24,24,24,27,25,27,26,25,23
"1411","Remetschwil",2666400,1251200,66642512,10,9,10,11,11,12,14,14,12,12,13
"1412","Remetschwil",2666400,1251100,66642511,6,6,6,6,6,6,6,6,6,6,10
"1413","Remetschwil",2666400,1250900,66642509,3,3,3,3,3,3,3,3,3,3,3
"1414","Stetten (AG)",2666400,1250900,66642509,3,3,3,3,3,3,3,3,3,3,3
"1415","Freienwil",2666300,1260800,66632608,3,3,3,3,3,3,3,3,3,3,3
"1416","Ennetbaden",2666300,1259400,66632594,12,9,9,9,9,9,9,10,10,10,10
"1417","Ennetbaden",2666300,1259300,66632593,35,15,11,11,12,12,14,14,14,13,13
"1418","Ennetbaden",2666300,1259200,66632592,60,60,63,63,58,52,53,47,43,49,51
"1419","Ennetbaden",2666300,1259100,66632591,32,31,32,32,37,33,27,21,26,26,28
"1420","Ennetbaden",2666300,1259000,66632590,28,29,32,31,27,26,26,24,24,23,27
"1421","Ennetbaden",2666300,1258900,66632589,54,42,38,42,40,42,40,40,37,34,26
"1422","Baden",2666300,1258400,66632584,38,42,24,25,25,35,24,22,22,27,19
"1423","Wettingen",2666300,1258400,66632584,38,42,24,25,25,35,24,22,22,27,19
"1424","Baden",2666300,1258300,66632583,38,38,41,41,36,42,39,40,38,41,37
"1425","Wettingen",2666300,1258300,66632583,38,38,41,41,36,42,39,40,38,41,37
"1426","Wettingen",2666300,1258200,66632582,51,49,61,67,61,60,58,52,54,54,53
"1427","Wettingen",2666300,1258100,66632581,120,104,114,105,111,119,118,114,120,116,116
"1428","Wettingen",2666300,1258000,66632580,90,44,41,46,49,49,51,51,85,86,83
"1429","Wettingen",2666300,1257900,66632579,106,90,100,109,113,114,109,107,136,129,132
"1430","Wettingen",2666300,1257800,66632578,205,232,251,270,275,272,263,257,235,261,266
"1431","Wettingen",2666300,1257700,66632577,71,58,35,39,59,61,63,61,74,70,65
"1432","Wettingen",2666300,1257600,66632576,75,73,70,71,69,74,77,70,72,80,85
"1433","Wettingen",2666300,1257500,66632575,24,24,25,21,19,21,21,21,21,24,25
"1434","Wettingen",2666300,1257400,66632574,13,8,16,15,13,17,15,16,13,18,17
"1435","Wettingen",2666300,1257300,66632573,13,11,11,13,13,12,15,15,10,10,10
"1436","Wettingen",2666300,1257200,66632572,28,31,36,32,34,40,42,41,37,37,40
"1437","Wettingen",2666300,1257100,66632571,68,66,65,61,69,64,65,69,53,58,58
"1438","Wettingen",2666300,1257000,66632570,75,67,68,66,67,66,69,68,67,73,66
"1439","Wettingen",2666300,1256900,66632569,117,99,87,88,87,94,92,92,110,105,108
"1440","Wettingen",2666300,1256800,66632568,108,103,107,98,104,104,99,99,116,116,117
"1441","Wettingen",2666300,1256700,66632567,21,20,15,24,20,22,23,24,25,31,36
"1442","Neuenhof",2666300,1256500,66632565,44,36,38,33,34,32,26,28,33,34,33
"1443","Wettingen",2666300,1256500,66632565,44,36,38,33,34,32,26,28,33,34,33
"1444","Neuenhof",2666300,1256200,66632562,87,93,88,94,91,92,91,96,92,98,106
"1445","Neuenhof",2666300,1256100,66632561,146,166,177,179,175,167,172,186,163,169,172
"1446","Neuenhof",2666300,1256000,66632560,8,6,6,6,6,6,6,6,8,8,8
"1447","Oberrohrdorf",2666300,1253400,66632534,4,4,4,4,4,4,4,4,4,4,4
"1448","Oberrohrdorf",2666300,1253100,66632531,3,3,3,3,3,3,3,3,3,3,3
"1449","Oberrohrdorf",2666300,1252900,66632529,6,6,6,6,6,6,4,6,6,6,6
"1450","Oberrohrdorf",2666300,1252800,66632528,34,35,36,39,39,31,25,26,29,29,30
"1451","Oberrohrdorf",2666300,1252700,66632527,40,37,37,37,35,35,34,30,30,31,30
"1452","Oberrohrdorf",2666300,1252600,66632526,49,49,49,48,45,45,46,48,58,56,54
"1453","Oberrohrdorf",2666300,1252500,66632525,58,56,53,46,53,55,55,56,42,44,38
"1454","Oberrohrdorf",2666300,1252400,66632524,113,97,98,88,93,95,86,101,98,76,74
"1455","Oberrohrdorf",2666300,1252300,66632523,70,68,67,64,65,65,66,58,51,40,38
"1456","Oberrohrdorf",2666300,1252200,66632522,49,17,36,43,43,44,48,46,48,48,47
"1457","Oberrohrdorf",2666300,1252100,66632521,61,39,64,80,83,86,86,84,84,76,82
"1458","Niederrohrdorf",2666300,1252000,66632520,52,61,64,62,57,54,59,63,47,47,46
"1459","Oberrohrdorf",2666300,1252000,66632520,52,61,64,62,57,54,59,63,47,47,46
"1460","Niederrohrdorf",2666300,1251900,66632519,22,19,18,14,15,14,14,14,14,15,14
"1461","Oberrohrdorf",2666300,1251900,66632519,22,19,18,14,15,14,14,14,14,15,14
"1462","Remetschwil",2666300,1251500,66632515,37,35,36,36,38,39,39,39,46,47,52
"1463","Remetschwil",2666300,1251400,66632514,7,8,8,8,10,10,10,11,11,10,10
"1464","Remetschwil",2666300,1251300,66632513,11,15,15,15,16,15,16,16,13,13,13
"1465","Remetschwil",2666300,1251200,66632512,52,57,54,46,57,62,66,68,70,71,69
"1466","Remetschwil",2666300,1251100,66632511,35,9,9,9,9,9,10,10,9,12,13
"1467","Stetten (AG)",2666300,1251100,66632511,35,9,9,9,9,9,10,10,9,12,13
"1468","Ennetbaden",2666200,1259400,66622594,24,23,22,22,21,22,23,22,20,21,27
"1469","Ennetbaden",2666200,1259300,66622593,45,46,39,38,40,39,39,38,39,40,42
"1470","Ennetbaden",2666200,1259200,66622592,16,16,16,16,17,17,17,17,17,17,14
"1471","Ennetbaden",2666200,1259100,66622591,61,51,44,41,47,45,51,52,53,45,46
"1472","Ennetbaden",2666200,1259000,66622590,11,11,11,10,12,13,7,8,9,10,10
"1473","Ennetbaden",2666200,1258900,66622589,60,66,66,67,69,67,60,55,57,61,56
"1474","Baden",2666200,1258400,66622584,39,35,30,30,31,30,31,37,34,35,36
"1475","Baden",2666200,1258300,66622583,73,62,66,66,69,69,67,56,59,56,58
"1476","Wettingen",2666200,1258300,66622583,73,62,66,66,69,69,67,56,59,56,58
"1477","Baden",2666200,1258200,66622582,86,87,90,91,91,80,80,88,87,83,91
"1478","Wettingen",2666200,1258200,66622582,86,87,90,91,91,80,80,88,87,83,91
"1479","Baden",2666200,1258100,66622581,88,95,81,84,89,85,83,87,88,82,86
"1480","Wettingen",2666200,1258100,66622581,88,95,81,84,89,85,83,87,88,82,86
"1481","Wettingen",2666200,1258000,66622580,90,128,136,131,135,131,134,120,76,75,72
"1482","Wettingen",2666200,1257900,66622579,72,62,59,54,58,59,56,50,59,58,56
"1483","Wettingen",2666200,1257800,66622578,20,20,19,19,21,22,22,14,12,16,14
"1484","Wettingen",2666200,1257700,66622577,45,47,51,49,47,48,48,47,49,49,43
"1485","Wettingen",2666200,1257600,66622576,57,68,62,56,59,60,51,56,40,37,37
"1486","Wettingen",2666200,1257500,66622575,59,58,57,58,59,56,55,55,65,64,66
"1487","Wettingen",2666200,1257400,66622574,28,26,27,24,25,22,22,29,28,28,29
"1488","Wettingen",2666200,1257300,66622573,86,66,74,73,69,66,70,72,72,77,80
"1489","Wettingen",2666200,1257200,66622572,89,92,97,99,96,101,99,91,86,95,94
"1490","Wettingen",2666200,1257100,66622571,79,76,70,70,71,70,70,73,84,81,88
"1491","Wettingen",2666200,1257000,66622570,86,91,96,92,97,102,102,103,104,100,106
"1492","Wettingen",2666200,1256900,66622569,45,64,58,56,54,57,60,61,48,47,46
"1493","Wettingen",2666200,1256800,66622568,29,29,30,28,30,28,29,25,26,23,24
"1494","Neuenhof",2666200,1256400,66622564,13,10,10,11,12,15,12,14,11,11,11
"1495","Wettingen",2666200,1256400,66622564,13,10,10,11,12,15,12,14,11,11,11
"1496","Neuenhof",2666200,1256100,66622561,8,8,8,8,9,9,8,8,8,8,8
"1497","Oberrohrdorf",2666200,1253800,66622538,3,3,3,3,3,3,3,3,3,3,3
"1498","Oberrohrdorf",2666200,1253500,66622535,3,3,3,3,3,3,3,3,3,3,4
"1499","Oberrohrdorf",2666200,1253300,66622533,3,3,4,4,4,4,4,4,4,4,4
"1500","Oberrohrdorf",2666200,1253000,66622530,34,32,30,29,25,24,23,22,19,11,11
"1501","Oberrohrdorf",2666200,1252900,66622529,44,48,45,44,47,49,51,51,55,53,58
"1502","Oberrohrdorf",2666200,1252800,66622528,32,30,29,32,35,34,30,31,30,30,31
"1503","Oberrohrdorf",2666200,1252700,66622527,24,24,24,27,27,28,28,29,28,29,32
"1504","Oberrohrdorf",2666200,1252600,66622526,75,71,70,73,68,67,67,71,79,80,74
"1505","Oberrohrdorf",2666200,1252500,66622525,88,101,98,95,103,113,107,99,114,111,115
"1506","Oberrohrdorf",2666200,1252400,66622524,103,117,117,127,127,126,126,134,117,121,120
"1507","Oberrohrdorf",2666200,1252300,66622523,9,29,26,21,23,23,23,23,21,23,22
"1508","Oberrohrdorf",2666200,1252200,66622522,26,11,11,11,11,13,13,13,13,13,13
"1509","Niederrohrdorf",2666200,1252100,66622521,48,40,42,24,23,25,30,31,35,36,36
"1510","Oberrohrdorf",2666200,1252100,66622521,48,40,42,24,23,25,30,31,35,36,36
"1511","Niederrohrdorf",2666200,1252000,66622520,18,21,22,22,22,23,23,16,24,29,28
"1512","Oberrohrdorf",2666200,1252000,66622520,18,21,22,22,22,23,23,16,24,29,28
"1513","Remetschwil",2666200,1251600,66622516,8,14,14,16,18,18,12,12,9,9,10
"1514","Remetschwil",2666200,1251500,66622515,89,86,84,88,92,93,99,99,105,108,102
"1515","Remetschwil",2666200,1251400,66622514,41,40,40,41,36,35,36,36,37,37,39
"1516","Remetschwil",2666200,1251300,66622513,43,36,34,34,35,38,39,38,37,37,42
"1517","Remetschwil",2666200,1251200,66622512,71,53,42,40,56,52,44,45,43,46,38
"1518","Stetten (AG)",2666200,1251200,66622512,71,53,42,40,56,52,44,45,43,46,38
"1519","Remetschwil",2666200,1251100,66622511,14,10,14,14,16,11,11,12,11,9,10
"1520","Stetten (AG)",2666200,1251100,66622511,14,10,14,14,16,11,11,12,11,9,10
"1521","Stetten (AG)",2666200,1250900,66622509,3,3,3,3,3,3,3,3,3,3,3
"1522","Stetten (AG)",2666200,1250800,66622508,5,5,5,5,5,5,5,5,5,5,5
"1523","Obersiggenthal",2666100,1260200,66612602,3,3,3,3,3,3,3,3,3,3,3
"1524","Ennetbaden",2666100,1259500,66612595,6,6,5,5,7,7,7,8,6,6,6
"1525","Ennetbaden",2666100,1259400,66612594,55,55,55,53,54,55,52,55,19,20,23
"1526","Ennetbaden",2666100,1259300,66612593,35,35,35,33,35,36,35,33,31,31,30
"1527","Ennetbaden",2666100,1259200,66612592,76,75,76,70,64,27,4,4,4,5,6
"1528","Ennetbaden",2666100,1259100,66612591,53,66,63,58,67,62,63,74,61,67,62
"1529","Ennetbaden",2666100,1259000,66612590,18,19,19,11,15,16,15,14,22,23,21
"1530","Ennetbaden",2666100,1258900,66612589,65,71,70,72,74,74,73,73,69,66,64
"1531","Ennetbaden",2666100,1258800,66612588,15,6,7,4,5,8,10,13,15,16,13
"1532","Baden",2666100,1258500,66612585,3,3,3,3,3,3,3,3,3,3,3
"1533","Wettingen",2666100,1258500,66612585,3,3,3,3,3,3,3,3,3,3,3
"1534","Baden",2666100,1258400,66612584,37,40,45,43,39,38,42,37,42,40,40
"1535","Baden",2666100,1258300,66612583,33,37,40,39,40,35,38,39,39,39,36
"1536","Baden",2666100,1258200,66612582,32,33,39,40,37,39,42,44,37,39,36
"1537","Baden",2666100,1258100,66612581,39,41,49,41,43,43,41,35,35,35,34
"1538","Wettingen",2666100,1258100,66612581,39,41,49,41,43,43,41,35,35,35,34
"1539","Baden",2666100,1258000,66612580,71,74,70,63,65,69,64,79,83,79,80
"1540","Wettingen",2666100,1258000,66612580,71,74,70,63,65,69,64,79,83,79,80
"1541","Wettingen",2666100,1257900,66612579,69,66,67,66,69,62,57,72,71,70,64
"1542","Wettingen",2666100,1257800,66612578,60,66,70,72,73,66,72,69,64,62,62
"1543","Wettingen",2666100,1257700,66612577,64,50,50,55,57,51,54,48,48,47,46
"1544","Wettingen",2666100,1257600,66612576,59,57,58,58,58,56,55,56,55,54,57
"1545","Wettingen",2666100,1257500,66612575,52,43,43,42,42,45,44,43,43,40,43
"1546","Wettingen",2666100,1257300,66612573,109,138,138,137,133,133,133,134,124,124,126
"1547","Wettingen",2666100,1257200,66612572,54,67,67,68,65,62,70,58,47,47,51
"1548","Wettingen",2666100,1257100,66612571,79,75,72,74,72,75,68,63,67,37,39
"1549","Wettingen",2666100,1257000,66612570,21,30,31,27,27,25,25,27,26,28,27
"1550","Wettingen",2666100,1256900,66612569,17,13,13,14,16,16,15,17,20,12,14
"1551","Wettingen",2666100,1256600,66612566,11,11,11,11,12,10,10,11,9,11,11
"1552","Wettingen",2666100,1256500,66612565,3,5,5,5,5,3,3,3,3,3,4
"1553","Oberrohrdorf",2666100,1254700,66612547,4,3,3,3,3,3,3,3,4,3,4
"1554","Oberrohrdorf",2666100,1253800,66612538,5,5,5,5,5,5,5,5,5,5,5
"1555","Oberrohrdorf",2666100,1253700,66612537,6,5,5,5,5,5,5,5,9,9,9
"1556","Oberrohrdorf",2666100,1253600,66612536,5,10,10,7,4,7,8,7,7,8,7
"1557","Oberrohrdorf",2666100,1253500,66612535,10,11,10,10,11,11,13,14,17,7,7
"1558","Oberrohrdorf",2666100,1253400,66612534,15,21,21,21,22,21,19,21,14,12,7
"1559","Oberrohrdorf",2666100,1253300,66612533,19,21,23,24,24,24,24,21,20,19,20
"1560","Oberrohrdorf",2666100,1253200,66612532,28,28,27,27,24,24,27,28,30,30,29
"1561","Oberrohrdorf",2666100,1253100,66612531,35,21,24,26,27,26,20,22,28,21,21
"1562","Oberrohrdorf",2666100,1253000,66612530,35,35,36,36,37,36,38,36,35,37,39
"1563","Oberrohrdorf",2666100,1252900,66612529,39,38,35,40,44,46,51,52,44,46,45
"1564","Oberrohrdorf",2666100,1252800,66612528,35,35,35,37,38,38,38,38,45,40,43
"1565","Oberrohrdorf",2666100,1252600,66612526,16,16,16,16,16,16,16,16,16,16,16
"1566","Oberrohrdorf",2666100,1252500,66612525,60,56,60,61,58,66,66,74,82,85,87
"1567","Oberrohrdorf",2666100,1252400,66612524,61,43,46,47,50,47,42,45,73,67,64
"1568","Oberrohrdorf",2666100,1252300,66612523,15,20,20,19,19,18,19,18,11,14,14
"1569","Oberrohrdorf",2666100,1252200,66612522,8,9,10,10,11,11,12,12,12,12,13
"1570","Niederrohrdorf",2666100,1252100,66612521,19,25,23,24,23,23,23,25,26,28,30
"1571","Oberrohrdorf",2666100,1252100,66612521,19,25,23,24,23,23,23,25,26,28,30
"1572","Remetschwil",2666100,1251500,66612515,69,72,75,72,74,73,73,76,74,71,73
"1573","Remetschwil",2666100,1251400,66612514,46,47,47,50,53,49,49,51,52,48,53
"1574","Remetschwil",2666100,1251300,66612513,6,10,10,10,9,9,11,9,10,9,8
"1575","Stetten (AG)",2666100,1251300,66612513,6,10,10,10,9,9,11,9,10,9,8
"1576","Remetschwil",2666100,1251200,66612512,14,12,13,12,12,12,12,12,17,17,20
"1577","Stetten (AG)",2666100,1251200,66612512,14,12,13,12,12,12,12,12,17,17,20
"1578","Stetten (AG)",2666100,1251100,66612511,5,5,3,3,3,3,4,4,3,3,3
"1579","Stetten (AG)",2666100,1251000,66612510,39,44,45,46,43,47,46,49,51,52,46
"1580","Stetten (AG)",2666100,1250700,66612507,3,3,3,3,3,3,3,3,3,3,3
"1581","Freienwil",2666000,1261900,66602619,6,6,6,6,6,6,4,5,5,5,5
"1582","Freienwil",2666000,1261700,66602617,3,3,3,3,3,3,5,5,5,6,6
"1583","Ennetbaden",2666000,1259500,66602595,35,40,42,43,34,34,33,35,35,38,33
"1584","Ennetbaden",2666000,1259400,66602594,35,31,37,41,41,39,40,38,67,61,59
"1585","Baden",2666000,1259300,66602593,3,5,5,3,3,4,3,3,4,39,14
"1586","Ennetbaden",2666000,1259300,66602593,3,5,5,3,3,4,3,3,4,39,14
"1587","Baden",2666000,1259200,66602592,70,86,79,72,63,60,68,63,63,29,28
"1588","Ennetbaden",2666000,1259200,66602592,70,86,79,72,63,60,68,63,63,29,28
"1589","Baden",2666000,1259100,66602591,174,152,148,145,147,148,116,117,100,93,83
"1590","Ennetbaden",2666000,1259100,66602591,174,152,148,145,147,148,116,117,100,93,83
"1591","Baden",2666000,1259000,66602590,99,71,70,71,68,61,58,67,73,73,77
"1592","Ennetbaden",2666000,1259000,66602590,99,71,70,71,68,61,58,67,73,73,77
"1593","Ennetbaden",2666000,1258900,66602589,52,55,54,55,55,55,59,59,51,49,51
"1594","Ennetbaden",2666000,1258800,66602588,26,26,23,23,21,25,25,24,27,23,23
"1595","Ennetbaden",2666000,1258700,66602587,19,23,22,18,11,15,16,19,17,17,14
"1596","Baden",2666000,1258500,66602585,3,4,4,8,7,4,9,7,4,3,3
"1597","Ennetbaden",2666000,1258500,66602585,3,4,4,8,7,4,9,7,4,3,3
"1598","Baden",2666000,1258400,66602584,37,36,34,30,32,34,31,28,28,27,34
"1599","Baden",2666000,1258300,66602583,44,38,45,43,44,42,42,41,42,41,42
"1600","Baden",2666000,1258200,66602582,7,15,14,15,11,11,12,6,6,4,3
"1601","Baden",2666000,1258100,66602581,7,7,7,7,7,7,7,7,7,7,7
"1602","Baden",2666000,1257900,66602579,35,41,42,44,43,47,47,50,57,55,46
"1603","Wettingen",2666000,1257900,66602579,35,41,42,44,43,47,47,50,57,55,46
"1604","Wettingen",2666000,1257800,66602578,58,72,74,75,77,76,73,75,69,69,71
"1605","Wettingen",2666000,1257700,66602577,93,100,101,101,98,97,100,99,68,94,96
"1606","Wettingen",2666000,1257600,66602576,43,43,43,44,42,43,44,44,81,54,54
"1607","Wettingen",2666000,1257500,66602575,36,42,43,49,49,48,47,45,57,59,59
"1608","Wettingen",2666000,1257400,66602574,28,25,16,17,14,13,15,16,17,19,21
"1609","Wettingen",2666000,1257300,66602573,74,63,57,61,62,63,14,15,24,24,25
"1610","Wettingen",2666000,1257200,66602572,115,127,141,141,145,140,132,131,110,111,114
"1611","Wettingen",2666000,1257100,66602571,64,69,71,68,78,77,74,72,75,95,74
"1612","Wettingen",2666000,1256500,66602565,26,26,25,19,21,21,19,16,18,19,14
"1613","Neuenhof",2666000,1256400,66602564,20,21,22,21,22,18,17,19,13,13,14
"1614","Wettingen",2666000,1256400,66602564,20,21,22,21,22,18,17,19,13,13,14
"1615","Neuenhof",2666000,1256300,66602563,3,3,3,3,3,3,3,3,3,3,3
"1616","Oberrohrdorf",2666000,1253700,66602537,3,3,3,3,3,3,3,3,3,3,3
"1617","Oberrohrdorf",2666000,1253600,66602536,10,10,16,17,17,16,12,16,18,11,10
"1618","Oberrohrdorf",2666000,1253500,66602535,24,23,22,23,24,24,28,28,29,30,31
"1619","Oberrohrdorf",2666000,1253400,66602534,23,23,22,22,22,27,26,26,26,25,25
"1620","Oberrohrdorf",2666000,1253300,66602533,41,42,45,41,44,43,43,38,44,44,44
"1621","Oberrohrdorf",2666000,1253200,66602532,40,41,41,36,36,40,40,40,40,41,40
"1622","Oberrohrdorf",2666000,1253100,66602531,51,60,61,59,56,61,59,58,43,48,53
"1623","Oberrohrdorf",2666000,1253000,66602530,32,47,46,44,48,52,47,44,31,37,38
"1624","Oberrohrdorf",2666000,1252900,66602529,47,46,47,49,49,47,50,52,57,51,57
"1625","Oberrohrdorf",2666000,1252800,66602528,14,12,12,14,15,16,18,20,22,22,23
"1626","Oberrohrdorf",2666000,1252700,66602527,4,24,24,25,24,22,21,22,6,6,8
"1627","Oberrohrdorf",2666000,1252600,66602526,66,25,26,26,28,30,31,52,72,70,76
"1628","Oberrohrdorf",2666000,1252500,66602525,39,37,39,39,43,43,42,48,47,48,43
"1629","Oberrohrdorf",2666000,1252400,66602524,43,47,48,45,45,44,45,43,45,47,48
"1630","Oberrohrdorf",2666000,1252300,66602523,70,69,72,73,70,70,67,62,24,23,28
"1631","Niederrohrdorf",2666000,1252200,66602522,31,29,28,30,29,30,25,25,24,24,25
"1632","Oberrohrdorf",2666000,1252200,66602522,31,29,28,30,29,30,25,25,24,24,25
"1633","Niederrohrdorf",2666000,1251900,66602519,15,15,13,11,12,9,9,9,10,10,10
"1634","Niederrohrdorf",2666000,1251800,66602518,3,3,3,4,4,3,3,3,3,5,6
"1635","Remetschwil",2666000,1251500,66602515,15,19,20,17,17,17,18,18,19,20,20
"1636","Remetschwil",2666000,1251400,66602514,3,9,9,9,10,9,9,8,3,3,3
"1637","Remetschwil",2666000,1251300,66602513,26,26,26,26,26,26,26,26,26,26,26
"1638","Stetten (AG)",2666000,1251300,66602513,26,26,26,26,26,26,26,26,26,26,26
"1639","Stetten (AG)",2666000,1251000,66602510,4,4,4,4,4,4,4,4,4,4,4
"1640","Stetten (AG)",2666000,1250800,66602508,5,5,5,5,5,5,5,5,5,5,5
"1641","Stetten (AG)",2666000,1250500,66602505,6,6,6,6,6,6,6,6,6,6,6
